Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
54,2021,P,Trevor Hildenberger,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
55,2021,P,Dellin Betances,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
56,2021,P,Stephen Tarpley,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
57,2021,P,Geoff Hartlieb,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
58,2021,P,Trevor May,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
59,2021,P,Aaron Loup,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
60,2021,P,Heath Hembree,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
61,2021,P,Edwin Díaz,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
62,2021,P,Miguel Castro,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
63,2021,P,Akeem Bostick,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
64,2021,P,Jacob Barnes,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2020,C,Wilson Ramos,32,45,155,142,13,34,6,0,5,15,0,0,10,31,0.239,0.297,0.387,0.684,87,55,5,2,0,1,0,Right,No
2,2020,1B,Pete Alonso,25,57,239,208,31,48,6,0,16,35,1,0,24,61,0.231,0.326,0.49,0.817,122,102,4,6,0,1,4,Right,No
3,2020,2B,Robinson Canó,37,49,182,171,23,54,9,0,10,30,0,0,9,24,0.316,0.352,0.544,0.896,143,93,7,1,0,1,1,Left,No
4,2020,SS,Amed Rosario,24,46,147,143,20,36,3,1,4,15,0,1,4,34,0.252,0.272,0.371,0.643,75,53,5,0,0,0,0,Right,No
5,2020,3B,J.D. Davis,27,56,229,190,26,47,9,0,6,19,0,0,31,56,0.247,0.371,0.389,0.761,111,74,8,7,0,1,1,Right,No
6,2020,LF,Jeff McNeil,28,52,209,183,19,57,14,0,4,23,0,2,20,24,0.311,0.383,0.454,0.836,130,83,3,3,0,3,2,Left,No
7,2020,CF,Brandon Nimmo,27,55,225,186,33,52,8,3,8,18,1,2,33,43,0.28,0.404,0.484,0.888,145,90,1,6,0,0,0,Left,No
8,2020,RF,Michael Conforto,27,54,233,202,40,65,12,0,9,31,3,3,24,57,0.322,0.412,0.515,0.927,154,104,6,7,0,0,0,Left,No
9,2020,DH,Yoenis Céspedes,34,8,34,31,3,5,1,0,2,4,0,0,2,15,0.161,0.235,0.387,0.622,68,12,1,1,0,0,0,Right,No
10,2020,UT,Dominic Smith,25,50,199,177,27,56,21,1,10,42,0,0,14,45,0.316,0.377,0.616,0.993,168,109,2,5,0,3,0,Left,No
11,2020,SS,Andrés Giménez,21,49,132,118,22,31,3,2,3,12,8,1,7,28,0.263,0.333,0.398,0.732,101,47,0,6,0,1,0,Left,No
12,2020,IF,Luis Guillorme,25,29,68,57,6,19,6,0,0,9,2,0,10,17,0.333,0.426,0.439,0.865,140,25,3,0,0,1,0,Left,No
13,2020,3B,Todd Frazier,34,14,51,49,5,11,2,0,2,5,0,0,1,16,0.224,0.255,0.388,0.643,74,19,1,1,0,0,0,Right,No
14,2020,CF,Jake Marisnick,29,16,34,33,4,11,3,0,2,5,0,0,1,10,0.333,0.353,0.606,0.959,158,20,0,0,0,0,0,Right,No
15,2020,C,Robinson Chirinos,36,12,33,32,1,7,2,0,1,5,0,0,1,9,0.219,0.242,0.375,0.617,67,12,2,0,0,0,0,Right,No
16,2020,C,Tomás Nido,26,7,26,24,4,7,1,0,2,6,0,0,2,6,0.292,0.346,0.583,0.929,150,14,2,0,0,0,0,Right,No
17,2020,CF,Billy Hamilton,29,17,25,22,4,1,0,0,0,1,3,1,1,3,0.045,0.083,0.045,0.129,-63,1,0,0,1,1,0,Right,Yes
18,2020,CF,Guillermo Heredia,29,7,18,17,4,4,0,0,2,3,0,0,1,5,0.235,0.278,0.588,0.866,130,10,0,0,0,0,0,Right,No
19,2020,2B,Brian Dozier,33,7,16,15,1,2,0,0,0,0,0,0,1,5,0.133,0.188,0.133,0.321,-9,2,1,0,0,0,0,Right,No
20,2020,C,Ali Sánchez,23,5,10,9,0,1,0,0,0,0,0,0,1,3,0.111,0.2,0.111,0.311,-10,1,2,0,0,0,0,Right,No
21,2020,OF,Ryan Cordell,28,5,8,8,0,1,0,0,0,0,1,0,0,3,0.125,0.125,0.125,0.25,-30,1,0,0,0,0,0,Right,No
22,2020,C,René Rivera,36,2,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,39,1,0,0,0,0,0,Right,No
23,2020,DH,Eduardo Núñez,33,2,2,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,178,1,0,0,0,0,0,Right,No
24,2020,CF,Juan Lagares,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
25,2020,P,Seth Lugo,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
26,2020,P,Jeurys Familia,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
27,2020,P,Dellin Betances,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
28,2020,P,Corey Oswalt,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
29,2020,P,Paul Sewald,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
30,2020,P,Rick Porcello,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
31,2020,P,Michael Wacha,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
32,2020,P,Hunter Strickland,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
33,2020,P,Drew Smith,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2020,P,David Peterson,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
35,2020,P,Walker Lockett,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,2020,P,Brad Brach,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2020,P,Jared Hughes,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2020,P,Robert Gsellman,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,2020,P,Edwin Díaz,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2020,P,Miguel Castro,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2020,P,Franklyn Kilome,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2020,P,Ariel Jurado,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2020,P,Justin Wilson,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
44,2020,P,Steven Matz,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2020,P,Chasen Shreve,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2020,P,Erasmo Ramírez,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2020,P,Jacob deGrom,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2019,C,Wilson Ramos,31,141,524,473,52,136,19,0,14,73,1,0,44,69,0.288,0.351,0.416,0.768,106,197,16,4,0,3,5,Right,No
2,2019,1B,Pete Alonso,24,161,693,597,103,155,30,2,53,120,1,0,72,183,0.26,0.358,0.583,0.941,147,348,13,21,0,3,6,Right,No
3,2019,2B,Robinson Canó,36,107,423,390,46,100,28,0,13,39,0,0,25,69,0.256,0.307,0.428,0.736,95,167,16,5,0,3,3,Left,No
4,2019,SS,Amed Rosario,23,157,655,616,75,177,30,7,15,72,19,10,31,124,0.287,0.323,0.432,0.755,101,266,13,3,2,3,2,Right,No
5,2019,3B,Todd Frazier,33,133,499,447,63,112,19,2,21,67,1,2,40,106,0.251,0.329,0.443,0.772,105,198,9,12,0,0,1,Right,No
6,2019,LF,J.D. Davis,26,140,453,410,65,126,22,1,22,57,3,0,38,97,0.307,0.369,0.527,0.895,137,216,14,3,0,2,2,Right,No
7,2019,CF,Juan Lagares,30,133,285,258,38,55,12,1,5,27,4,1,22,75,0.213,0.279,0.326,0.605,62,84,8,2,2,1,4,Right,No
8,2019,RF,Michael Conforto,26,151,648,549,90,141,29,1,33,92,7,2,84,149,0.257,0.363,0.494,0.856,127,271,11,10,0,5,5,Left,No
9,2019,UT,Jeff McNeil,27,133,567,510,83,162,38,1,23,75,5,6,35,75,0.318,0.384,0.531,0.916,143,271,5,21,0,1,2,Left,No
10,2019,OF,Brandon Nimmo,26,69,254,199,34,44,11,1,8,29,3,0,46,71,0.221,0.375,0.407,0.783,111,81,1,5,1,3,2,Left,No
11,2019,LF,Dominic Smith,24,89,197,177,35,50,10,0,11,25,1,2,19,44,0.282,0.355,0.525,0.881,132,93,5,1,0,0,0,Left,No
12,2019,2B,Adeiny Hechavarría,30,60,151,142,20,29,7,0,5,18,3,1,8,33,0.204,0.252,0.359,0.611,62,51,2,1,0,0,0,Right,No
13,2019,C,Tomás Nido,25,50,144,136,9,26,5,0,4,14,0,0,7,37,0.191,0.231,0.316,0.547,45,43,4,0,1,0,2,Right,No
14,2019,2B,Joe Panik,28,39,103,94,17,26,4,1,2,12,0,0,7,9,0.277,0.333,0.404,0.738,98,38,1,1,1,0,0,Left,No
15,2019,OF,Carlos Gómez,33,34,99,86,10,17,3,0,3,10,4,1,7,30,0.198,0.278,0.337,0.616,65,29,3,3,2,1,0,Right,No
16,2019,IF,Luis Guillorme,24,45,70,61,8,15,4,0,1,3,0,0,7,14,0.246,0.324,0.361,0.684,84,22,2,0,2,0,0,Left,No
17,2019,OF,Keon Broxton,29,34,53,49,5,7,1,0,0,2,4,1,4,22,0.143,0.208,0.163,0.371,2,8,1,0,0,0,0,Right,No
18,2019,OF,Aaron Altherr,28,26,35,31,6,4,1,0,1,2,0,0,2,15,0.129,0.2,0.258,0.458,22,8,0,1,0,1,0,Right,No
19,2019,OF,Rajai Davis,38,29,26,25,4,5,2,0,1,8,0,1,1,5,0.2,0.231,0.4,0.631,65,10,0,0,0,0,0,Right,No
20,2019,C,Travis d'Arnaud,30,10,25,23,2,2,0,0,0,2,0,0,2,5,0.087,0.16,0.087,0.247,-30,2,1,0,0,0,0,Right,No
21,2019,C,René Rivera,35,9,20,17,2,4,0,0,1,3,0,0,3,4,0.235,0.35,0.412,0.762,104,7,0,0,0,0,0,Right,No
22,2019,IF,Rubén Tejada,29,6,9,9,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,2019,,Jed Lowrie,35,9,8,7,0,0,0,0,0,0,0,0,1,4,0.0,0.125,0.0,0.125,-61,0,0,0,0,0,0,Right,Yes
24,2019,UT,Sam Haggerty,25,11,4,4,2,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
25,2019,P,Jacob deGrom,31,31,70,65,4,13,2,0,2,6,0,0,4,19,0.2,0.246,0.323,0.569,52,21,0,0,1,0,0,Left,No
26,2019,P,Noah Syndergaard,26,30,69,65,6,6,1,0,2,2,0,0,3,47,0.092,0.132,0.2,0.332,-12,13,1,0,1,0,0,Left,No
27,2019,P,Zack Wheeler,29,28,64,57,5,12,2,0,1,6,0,0,2,19,0.211,0.262,0.298,0.561,51,17,0,2,3,0,0,Left,No
28,2019,P,Steven Matz,28,35,61,57,4,13,0,0,1,1,0,0,0,17,0.228,0.228,0.281,0.509,36,16,0,0,4,0,0,Right,No
29,2019,P,Jason Vargas,36,17,31,28,0,2,0,0,0,0,0,0,0,16,0.071,0.071,0.071,0.143,-61,2,1,0,3,0,0,Left,No
30,2019,P,Marcus Stroman,28,11,23,21,2,1,0,0,0,0,0,0,0,11,0.048,0.048,0.048,0.095,-74,1,1,0,2,0,0,Right,No
31,2019,P,Walker Lockett,25,9,7,6,0,1,0,0,0,0,0,0,1,4,0.167,0.286,0.167,0.452,28,1,0,0,0,0,0,Right,No
32,2019,P,Drew Gagnon,29,17,4,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,81,1,1,0,1,0,0,Right,No
33,2019,P,Wilmer Font,29,14,4,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,81,1,0,0,1,0,0,Right,No
34,2019,P,Corey Oswalt,25,2,3,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,1,0,Right,No
35,2019,P,Chris Mazza,29,8,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,2019,P,Chris Flexen,24,9,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,172,1,0,0,0,0,0,Right,No
37,2019,P,Seth Lugo,29,57,1,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,444,1,0,0,0,0,0,Right,No
38,2019,P,Paul Sewald,29,17,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,2019,P,Donnie Hart,28,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
40,2019,P,Robert Gsellman,25,50,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2019,P,Jacob Rhame,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2019,P,Tim Peterson,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2019,P,Jeurys Familia,29,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2019,P,Luis Avilán,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
45,2019,P,Tyler Bashlor,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2019,P,Ryan O'Rourke,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2019,P,Daniel Zamora,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
48,2019,P,Brooks Pounders,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2019,P,Héctor Santiago,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2019,P,Brad Brach,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
51,2019,P,Edwin Díaz,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
52,2019,P,Justin Wilson,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
53,2019,P,Stephen Nogosek,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2018,C,Kevin Plawecki,27,79,277,238,33,50,13,2,7,30,0,1,28,65,0.21,0.315,0.37,0.685,92,88,12,9,1,1,2,Right,No
2,2018,1B,Wilmer Flores,26,126,429,386,43,103,25,0,11,51,0,0,29,42,0.267,0.319,0.417,0.736,105,161,8,5,0,9,1,Right,No
3,2018,2B,Asdrúbal Cabrera,32,98,407,375,48,104,23,1,18,58,0,0,29,81,0.277,0.329,0.488,0.817,126,183,12,1,0,2,1,Right,Yes
4,2018,SS,Amed Rosario,22,154,592,554,76,142,26,8,9,51,24,11,29,119,0.256,0.295,0.381,0.676,88,211,9,3,3,3,4,Right,No
5,2018,3B,Todd Frazier,32,115,472,408,54,87,18,0,18,59,9,4,48,112,0.213,0.303,0.39,0.693,93,159,10,8,0,8,1,Right,No
6,2018,LF,Michael Conforto,25,153,638,543,78,132,25,1,28,82,3,4,84,159,0.243,0.35,0.448,0.797,122,243,10,7,0,4,8,Left,No
7,2018,CF,Austin Jackson,31,57,210,198,17,49,9,1,3,19,1,2,12,74,0.247,0.29,0.348,0.639,79,69,4,0,0,0,0,Right,No
8,2018,RF,Jay Bruce,31,94,361,319,31,71,18,1,9,37,2,3,41,75,0.223,0.31,0.37,0.68,90,118,3,0,0,1,4,Left,No
9,2018,OF,Brandon Nimmo,25,140,535,433,77,114,28,8,17,47,9,6,80,140,0.263,0.404,0.483,0.886,148,209,8,22,0,0,2,Left,No
10,2018,RF,José Bautista,37,83,302,245,37,50,13,0,9,37,2,2,51,84,0.204,0.351,0.367,0.718,102,90,2,5,0,1,2,Right,No
11,2018,IF,José Reyes,35,110,251,228,30,43,12,3,4,16,5,2,22,39,0.189,0.26,0.32,0.58,62,73,5,0,1,0,1,Right,Yes
12,2018,2B,Jeff McNeil,26,63,248,225,35,74,11,6,3,19,7,1,14,24,0.329,0.381,0.471,0.852,138,106,2,5,4,0,1,Left,No
13,2018,C,Devin Mesoraco,30,66,229,203,23,45,8,0,10,30,0,0,23,42,0.222,0.306,0.409,0.715,98,83,7,2,0,1,3,Right,No
14,2018,1B,Adrián González,36,54,187,169,15,40,5,0,6,26,0,0,15,34,0.237,0.299,0.373,0.672,88,63,5,1,0,2,3,Left,No
15,2018,LF,Yoenis Céspedes,32,38,157,141,20,37,6,0,9,29,3,0,13,50,0.262,0.325,0.496,0.821,126,70,1,1,0,2,2,Right,No
16,2018,1B,Dominic Smith,23,56,149,143,14,32,11,1,5,11,0,0,4,47,0.224,0.255,0.42,0.675,85,60,2,2,0,0,0,Left,No
17,2018,C,Tomás Nido,24,34,90,84,10,14,3,0,1,9,0,0,4,27,0.167,0.2,0.238,0.438,23,20,4,0,0,2,0,Right,No
18,2018,IF,Luis Guillorme,23,35,74,67,4,14,2,0,0,5,1,0,7,3,0.209,0.284,0.239,0.523,49,16,1,0,0,0,0,Left,No
19,2018,CF,Juan Lagares,29,30,64,59,9,20,1,1,0,6,3,1,3,9,0.339,0.375,0.39,0.765,116,23,2,1,0,1,1,Right,No
20,2018,C,José Lobatón,33,22,57,49,3,7,2,1,0,4,0,0,7,15,0.143,0.246,0.224,0.47,34,11,2,0,0,1,0,Right,Yes
21,2018,UT,Jack Reinheimer,25,21,35,30,4,5,0,0,0,0,1,1,5,9,0.167,0.286,0.167,0.452,32,5,1,0,0,0,0,Right,No
22,2018,UT,Phillip Evans,25,15,23,21,1,3,0,0,0,1,1,0,2,8,0.143,0.217,0.143,0.36,4,3,1,0,0,0,0,Right,No
23,2018,CF,Matt den Dekker,30,8,21,18,0,0,0,0,0,1,0,0,2,9,0.0,0.095,0.0,0.095,-70,0,0,0,0,1,0,Left,No
24,2018,C,Travis d'Arnaud,29,4,16,15,1,3,0,0,1,3,0,0,1,5,0.2,0.25,0.4,0.65,79,6,0,0,0,0,0,Right,No
25,2018,UT,Ty Kelly,29,9,12,11,1,1,0,0,0,0,0,0,1,2,0.091,0.167,0.091,0.258,-25,1,1,0,0,0,0,Right,Yes
26,2018,RF,Kevin Kaczmarski,26,4,5,4,0,0,0,0,0,0,0,1,1,1,0.0,0.2,0.0,0.2,-37,0,0,0,0,0,0,Left,No
27,2018,3B,David Wright,35,2,3,2,0,0,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,5,0,0,0,0,0,0,Right,No
28,2018,P,Jacob deGrom,30,30,74,67,1,11,1,0,0,5,0,0,4,25,0.164,0.211,0.179,0.39,11,12,1,0,3,0,0,Left,No
29,2018,P,Zack Wheeler,28,27,60,56,4,11,2,0,0,4,0,0,0,21,0.196,0.193,0.232,0.425,19,13,1,0,3,1,0,Left,No
30,2018,P,Steven Matz,27,29,53,46,2,5,1,0,2,4,0,0,3,13,0.109,0.163,0.261,0.424,17,12,1,0,4,0,0,Right,No
31,2018,P,Noah Syndergaard,25,23,52,47,0,6,2,0,0,3,0,0,1,32,0.128,0.143,0.17,0.313,-12,8,0,0,3,1,0,Left,No
32,2018,P,Jason Vargas,35,20,31,27,2,4,0,0,0,0,0,0,1,8,0.148,0.179,0.148,0.327,-7,4,0,0,3,0,0,Left,No
33,2018,P,Corey Oswalt,24,15,19,18,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
34,2018,P,Seth Lugo,28,50,13,11,1,1,0,0,0,0,0,0,1,8,0.091,0.167,0.091,0.258,-25,1,0,0,1,0,0,Right,No
35,2018,P,Matt Harvey,29,8,7,7,0,2,0,0,0,0,0,0,0,2,0.286,0.286,0.286,0.571,61,2,1,0,0,0,0,Right,No
36,2018,P,Paul Sewald,28,44,6,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
37,2018,P,Robert Gsellman,24,64,4,3,1,0,0,0,0,0,0,0,0,2,0.0,0.25,0.0,0.25,-21,0,0,1,0,0,0,Right,No
38,2018,P,P.J. Conlon,24,3,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,88,1,0,0,0,0,0,Left,No
39,2018,P,Tim Peterson,27,19,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,2018,P,Jerry Blevins,34,60,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,183,1,0,0,0,0,0,Left,No
41,2018,P,Drew Gagnon,28,4,2,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,1,0,Right,No
42,2018,P,Jacob Rhame,25,29,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
43,2018,P,Chris Beck,27,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
44,2018,P,Hansel Robles,27,16,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
45,2018,P,Buddy Baumann,30,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
46,2018,P,Tyler Bashlor,25,22,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
47,2018,P,Gerson Bautista,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2018,P,Eric Hanhold,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2018,P,Scott Copeland,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2018,P,Jeurys Familia,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
51,2018,P,AJ Ramos,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
52,2018,P,Chris Flexen,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
53,2018,P,Daniel Zamora,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
54,2018,P,Bobby Wahl,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
55,2018,P,Drew Smith,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
56,2018,P,Anthony Swarzak,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2017,C,Travis d'Arnaud,28,112,376,348,39,85,19,1,16,57,0,0,23,59,0.244,0.293,0.443,0.735,94,154,12,2,0,3,3,Right,No
2,2017,1B,Lucas Duda,31,75,291,252,30,62,21,0,17,37,0,0,37,73,0.246,0.347,0.532,0.879,132,134,6,2,0,0,4,Left,No
3,2017,2B,Neil Walker,31,73,299,265,40,70,13,2,10,36,0,1,27,47,0.264,0.339,0.442,0.78,108,117,4,4,1,2,1,Right,Yes
4,2017,SS,José Reyes,34,145,561,501,75,123,25,7,15,58,24,6,50,79,0.246,0.315,0.413,0.728,94,207,3,2,5,3,1,Right,Yes
5,2017,3B,Wilmer Flores,25,110,362,336,42,91,17,1,18,52,1,1,17,54,0.271,0.307,0.488,0.795,109,164,14,3,0,6,1,Right,No
6,2017,LF,Yoenis Céspedes,31,81,321,291,46,85,17,2,17,42,0,1,26,61,0.292,0.352,0.54,0.892,135,157,7,2,0,2,5,Right,No
