Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
37,1974,P,John Strohmayer,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1973,C,Jerry Grote,30,84,305,285,17,73,10,2,1,32,0,0,13,23,0.256,0.29,0.316,0.606,70,90,11,1,5,1,1,Right,No
2,1973,1B,John Milner,23,129,519,451,69,108,12,3,23,72,1,1,62,84,0.239,0.329,0.432,0.762,112,195,15,1,0,5,6,Left,No
3,1973,2B,Felix Millan,29,153,699,638,82,185,23,4,3,37,2,2,35,22,0.29,0.332,0.353,0.685,92,225,20,6,18,2,3,Right,No
4,1973,SS,Bud Harrelson,29,106,408,356,35,92,12,3,0,20,5,1,48,49,0.258,0.348,0.309,0.657,86,110,4,1,3,0,4,Right,Yes
5,1973,3B,Wayne Garrett,25,140,589,504,76,129,20,3,16,58,6,5,72,74,0.256,0.348,0.403,0.751,110,203,8,1,9,3,4,Left,No
6,1973,LF,Cleon Jones,30,92,379,339,48,88,13,0,11,48,1,1,28,51,0.26,0.315,0.395,0.71,98,134,11,3,1,8,6,Right,No
7,1973,CF,Don Hahn,24,93,292,262,22,60,10,0,2,21,2,1,22,43,0.229,0.285,0.29,0.575,62,76,7,0,4,4,2,Right,No
8,1973,RF,Rusty Staub,29,152,666,585,77,163,36,1,15,76,1,1,74,52,0.279,0.361,0.421,0.781,118,246,16,3,1,3,10,Left,No
9,1973,UT,Ed Kranepool,28,100,320,284,28,68,12,2,1,35,1,0,30,28,0.239,0.31,0.306,0.616,73,87,7,0,4,2,4,Left,No
10,1973,SS,Ted Martinez,25,92,280,263,34,67,11,0,1,14,3,5,13,38,0.255,0.294,0.308,0.602,69,81,6,2,1,1,2,Right,No
11,1973,CF,Willie Mays,42,66,239,209,24,44,10,0,6,25,1,0,27,47,0.211,0.303,0.344,0.647,81,72,7,1,1,1,0,Right,No
12,1973,C,Duffy Dyer,27,70,204,189,9,35,6,1,1,9,0,1,13,40,0.185,0.245,0.243,0.488,37,46,5,2,0,0,1,Right,No
13,1973,IF,Jim Fregosi,31,45,144,124,7,29,4,1,0,11,1,2,20,25,0.234,0.34,0.282,0.623,76,35,2,0,0,0,3,Right,No
14,1973,C,Ron Hodges,24,45,142,127,5,33,2,0,1,18,0,1,11,19,0.26,0.314,0.299,0.613,73,38,6,0,2,2,2,Left,No
15,1973,LF,George Theodore,26,45,134,116,14,30,4,0,1,15,1,0,10,13,0.259,0.32,0.319,0.639,80,37,7,1,6,1,0,Right,No
16,1973,3B,Ken Boswell,27,76,123,110,12,25,2,1,2,14,0,0,12,11,0.227,0.303,0.318,0.621,74,35,1,0,1,0,2,Left,No
17,1973,OF,Jim Gosger,30,38,102,92,9,22,2,0,0,10,0,1,9,16,0.239,0.304,0.261,0.565,60,24,1,0,0,1,2,Left,No
18,1973,1B,Jim Beauchamp,33,50,70,61,5,17,1,1,0,14,1,0,7,11,0.279,0.343,0.328,0.671,89,20,1,0,0,2,1,Right,No
19,1973,CF,Dave Schneck,24,13,37,36,2,7,0,1,0,0,0,0,1,4,0.194,0.216,0.25,0.466,30,9,2,0,0,0,1,Left,No
20,1973,CF,Rich Chiles,23,8,25,25,2,3,2,0,0,1,0,0,0,2,0.12,0.12,0.2,0.32,-12,5,2,0,0,0,0,Left,No
21,1973,C,Jerry May,29,4,9,8,0,2,0,0,0,0,0,0,1,1,0.25,0.333,0.25,0.583,66,2,0,0,0,0,0,Right,No
22,1973,SS,Brian Ostrosser,24,4,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
23,1973,,Greg Harts,23,3,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,181,1,0,0,0,0,0,Left,No
24,1973,,Lute Barnes,26,3,2,2,2,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,181,1,0,0,0,0,0,Right,No
25,1973,P,Tom Seaver,28,39,109,93,9,15,2,1,1,5,1,0,7,34,0.161,0.22,0.237,0.457,28,22,3,0,9,0,0,Right,No
26,1973,P,Jerry Koosman,30,35,95,78,3,8,1,0,0,3,0,0,2,37,0.103,0.125,0.115,0.24,-32,9,2,0,15,0,0,Right,No
27,1973,P,Jon Matlack,23,35,90,65,5,9,0,0,0,2,0,0,13,38,0.138,0.282,0.138,0.421,22,9,0,0,12,0,0,Left,No
28,1973,P,George Stone,26,28,52,48,4,13,0,0,0,5,0,0,0,8,0.271,0.271,0.271,0.542,52,13,1,0,3,0,0,Left,No
29,1973,P,Ray Sadecki,32,31,33,31,3,7,2,0,0,1,0,0,0,5,0.226,0.226,0.29,0.516,44,9,0,0,2,0,0,Left,No
30,1973,P,Tug McGraw,28,60,30,24,0,4,0,0,0,2,0,0,2,9,0.167,0.259,0.167,0.426,22,4,0,1,3,0,0,Right,No
31,1973,P,Harry Parker,25,38,28,23,0,4,0,0,0,2,0,0,0,8,0.174,0.174,0.174,0.348,-2,4,1,0,5,0,0,Right,No
32,1973,P,Jim McAndrew,29,24,23,15,3,2,1,0,0,2,0,0,6,7,0.133,0.381,0.2,0.581,68,3,0,0,2,0,0,Right,No
33,1973,P,Buzz Capra,25,24,5,2,1,0,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,52,0,1,0,1,0,0,Right,No
34,1973,P,Phil Hennigan,27,30,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,87,1,0,0,0,0,0,Right,No
35,1973,P,Craig Swan,22,3,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1973,P,Bob Apodaca,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1973,P,John Strohmayer,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,1973,P,Bob Miller,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,1973,P,Tommy Moore,24,4,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1973,P,Hank Webb,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1972,C,Duffy Dyer,26,94,363,325,33,75,17,3,8,36,0,1,28,71,0.231,0.299,0.375,0.675,94,122,8,5,2,3,9,Right,No
2,1972,1B,Ed Kranepool,27,122,368,327,28,88,15,1,8,34,1,0,34,35,0.269,0.336,0.394,0.731,110,129,11,1,2,4,13,Left,No
3,1972,2B,Ken Boswell,26,100,400,355,35,75,9,1,9,33,2,2,32,35,0.211,0.274,0.318,0.592,70,113,15,0,9,4,1,Left,No
4,1972,SS,Bud Harrelson,28,115,490,418,54,90,10,4,1,24,12,4,58,57,0.215,0.313,0.266,0.578,68,111,6,3,7,4,4,Right,Yes
5,1972,3B,Jim Fregosi,30,101,382,340,31,79,15,4,5,32,0,1,38,71,0.232,0.311,0.344,0.655,89,117,6,1,2,1,2,Right,No
6,1972,LF,John Milner,22,117,423,362,52,86,12,2,17,38,2,1,51,74,0.238,0.34,0.423,0.762,119,153,8,5,5,0,1,Left,No
7,1972,CF,Tommie Agee,29,114,483,422,52,96,23,0,13,47,8,9,53,92,0.227,0.317,0.374,0.692,99,158,18,4,1,3,6,Right,No
8,1972,RF,Rusty Staub,28,66,278,239,32,70,11,0,9,38,0,1,31,13,0.293,0.372,0.452,0.824,137,108,5,2,1,5,7,Left,No
9,1972,UT,Cleon Jones,29,106,415,375,39,92,15,1,5,52,1,6,30,83,0.245,0.305,0.331,0.636,84,124,10,4,2,4,4,Right,No
10,1972,IF,Wayne Garrett,24,111,377,298,41,69,13,3,2,29,3,2,70,58,0.232,0.374,0.315,0.689,101,94,5,0,5,4,3,Left,No
11,1972,MI,Ted Martinez,24,103,347,330,22,74,5,5,1,19,7,4,12,49,0.224,0.254,0.279,0.532,54,92,10,1,4,0,2,Right,No
12,1972,CF,Willie Mays,41,69,242,195,27,52,9,1,8,19,1,5,43,43,0.267,0.402,0.446,0.848,145,87,5,1,3,0,5,Right,No
13,1972,C,Jerry Grote,29,64,241,205,15,43,5,1,3,21,1,0,26,27,0.21,0.304,0.288,0.592,72,59,5,3,4,3,8,Right,No
14,1972,RF,Dave Marshall,29,72,180,156,21,39,5,0,4,11,3,3,22,28,0.25,0.346,0.359,0.705,104,56,4,1,1,0,1,Left,No
15,1972,OF,Dave Schneck,23,37,134,123,7,23,3,2,3,10,0,1,10,26,0.187,0.254,0.317,0.571,64,39,2,1,0,0,2,Left,No
16,1972,1B,Jim Beauchamp,32,58,131,120,10,29,1,0,5,19,0,0,7,33,0.242,0.282,0.375,0.657,88,45,2,1,0,3,1,Right,No
17,1972,MI,Lute Barnes,25,24,79,72,5,17,2,2,0,6,0,1,6,4,0.236,0.291,0.319,0.611,76,23,2,0,0,1,1,Right,No
18,1972,UT,Bill Sudakis,26,18,56,49,3,7,0,0,1,7,0,0,6,14,0.143,0.236,0.204,0.44,28,10,1,0,1,0,0,Right,Yes
19,1972,RF,Don Hahn,23,17,41,37,0,6,0,0,0,1,0,0,4,12,0.162,0.244,0.162,0.406,19,6,1,0,0,0,0,Right,No
20,1972,C,Joe Nolan,21,4,11,10,0,0,0,0,0,0,0,0,1,3,0.0,0.091,0.0,0.091,-72,0,0,0,0,0,0,Left,No
21,1972,P,Tom Seaver,27,36,100,89,5,13,3,1,3,4,0,0,5,41,0.146,0.191,0.303,0.495,41,27,1,0,6,0,0,Right,No
22,1972,P,Jon Matlack,22,34,93,78,6,10,1,0,0,2,0,0,10,44,0.128,0.227,0.141,0.368,9,11,1,0,5,0,0,Left,No
23,1972,P,Jim McAndrew,28,28,57,43,2,2,0,0,0,1,0,0,3,14,0.047,0.128,0.047,0.174,-48,2,0,1,10,0,0,Right,No
24,1972,P,Jerry Koosman,29,34,56,47,1,4,0,0,0,1,0,0,0,18,0.085,0.085,0.085,0.17,-51,4,1,0,9,0,0,Right,No
25,1972,P,Gary Gentry,25,32,55,48,2,5,1,0,0,3,0,0,4,28,0.104,0.173,0.125,0.298,-13,6,0,0,3,0,0,Right,No
26,1972,P,Tug McGraw,27,54,24,20,1,2,0,0,0,0,0,0,2,4,0.1,0.182,0.1,0.282,-17,2,0,0,2,0,0,Right,No
27,1972,P,Buzz Capra,24,14,15,12,1,3,0,0,0,1,0,0,3,3,0.25,0.4,0.25,0.65,92,3,0,0,0,0,0,Right,No
28,1972,P,Ray Sadecki,31,34,14,13,1,2,0,0,0,1,0,0,0,5,0.154,0.154,0.154,0.308,-11,2,0,0,1,0,0,Left,No
29,1972,P,Brent Strom,23,11,7,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
30,1972,P,Danny Frisella,26,39,7,7,0,2,0,0,0,1,0,0,0,1,0.286,0.286,0.286,0.571,65,2,0,0,0,0,0,Left,No
31,1972,P,Hank Webb,22,6,5,5,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1972,P,Chuck Taylor,30,20,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1972,P,Bob Rauch,23,19,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1972,P,Tommy Moore,23,3,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,93,1,0,0,0,0,0,Right,No
1,1971,C,Jerry Grote,28,125,450,403,35,109,25,0,2,35,1,4,40,47,0.27,0.339,0.347,0.686,97,140,19,2,4,1,4,Right,No
2,1971,1B,Ed Kranepool,26,122,467,421,61,118,20,4,14,58,0,4,38,33,0.28,0.34,0.447,0.786,124,188,7,1,5,2,6,Left,No
3,1971,2B,Ken Boswell,25,116,436,392,46,107,20,1,5,40,5,2,36,31,0.273,0.334,0.367,0.701,101,144,11,2,2,4,4,Left,No
4,1971,SS,Bud Harrelson,27,142,618,547,55,138,16,6,0,32,28,7,53,59,0.252,0.319,0.303,0.622,79,166,6,2,13,3,0,Right,Yes
5,1971,3B,Bob Aspromonte,33,104,377,342,21,77,9,1,5,33,0,2,29,25,0.225,0.285,0.301,0.586,68,103,15,0,5,1,4,Right,No
6,1971,LF,Cleon Jones,28,136,568,505,63,161,24,6,14,69,6,5,53,87,0.319,0.382,0.473,0.856,144,239,9,2,3,5,6,Right,No
7,1971,CF,Tommie Agee,28,113,482,425,58,121,19,0,14,50,28,6,50,84,0.285,0.362,0.428,0.79,126,182,12,2,4,1,2,Right,No
8,1971,RF,Ken Singleton,24,115,366,298,34,73,5,0,13,46,0,1,61,64,0.245,0.374,0.393,0.766,120,117,12,2,2,3,9,Right,Yes
9,1971,IF,Tim Foli,20,97,312,288,32,65,12,2,0,24,5,0,18,50,0.226,0.272,0.281,0.553,59,81,7,1,3,2,4,Right,No
10,1971,1B,Donn Clendenon,35,88,288,263,29,65,10,0,11,37,1,2,21,78,0.247,0.302,0.411,0.713,102,108,12,1,0,3,3,Right,No
11,1971,OF,Dave Marshall,28,100,250,214,28,51,9,1,3,21,3,1,26,54,0.238,0.322,0.332,0.654,88,71,6,2,5,3,3,Left,No
12,1971,3B,Wayne Garrett,23,56,235,202,20,43,2,0,1,11,1,3,28,31,0.213,0.31,0.238,0.548,59,48,6,1,3,1,2,Left,No
13,1971,CF,Don Hahn,22,98,203,178,16,42,5,1,1,11,2,3,21,32,0.236,0.317,0.292,0.609,76,52,4,1,1,2,1,Right,No
14,1971,C,Duffy Dyer,25,59,185,169,13,39,7,1,2,18,1,0,14,45,0.231,0.292,0.32,0.611,75,54,4,1,0,1,4,Right,No
15,1971,RF,Art Shamsky,29,68,157,135,13,25,6,2,5,18,1,1,21,18,0.185,0.299,0.37,0.67,91,50,6,1,0,0,2,Left,No
16,1971,MI,Ted Martinez,23,38,135,125,16,36,5,2,1,10,6,0,4,22,0.288,0.323,0.384,0.707,102,48,1,3,2,1,2,Right,No
17,1971,CF,Mike Jorgensen,22,45,132,118,16,26,1,1,5,11,1,2,11,24,0.22,0.303,0.373,0.676,93,44,4,3,0,0,1,Left,No
18,1971,RF,Leroy Stanton,25,5,23,21,2,4,1,0,0,2,0,0,2,4,0.19,0.261,0.238,0.499,44,5,1,0,0,0,1,Right,No
19,1971,LF,John Milner,21,9,18,18,1,3,1,0,0,1,0,0,0,3,0.167,0.167,0.222,0.389,11,4,0,0,0,0,0,Left,No
20,1971,IF,Al Weis,33,11,14,11,3,0,0,0,0,1,0,0,2,4,0.0,0.143,0.0,0.143,-56,0,0,0,0,1,1,Right,No
21,1971,C,Frank Estrada,23,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,187,1,0,0,0,0,0,Right,No
22,1971,P,Tom Seaver,26,39,109,92,8,18,3,0,1,7,0,0,6,31,0.196,0.245,0.261,0.506,45,24,1,0,11,0,0,Right,No
23,1971,P,Gary Gentry,24,32,75,68,2,5,0,0,0,3,0,0,0,36,0.074,0.072,0.074,0.146,-58,5,1,0,6,1,0,Right,No
24,1971,P,Jerry Koosman,28,26,60,50,3,8,0,0,0,0,0,0,3,25,0.16,0.222,0.16,0.382,11,8,1,1,6,0,0,Right,No
25,1971,P,Ray Sadecki,30,34,57,50,2,10,0,0,0,2,0,0,2,12,0.2,0.231,0.2,0.431,24,10,1,0,5,0,0,Left,No
26,1971,P,Nolan Ryan,24,30,53,47,4,6,0,1,0,1,0,0,3,21,0.128,0.18,0.17,0.35,1,8,1,0,3,0,0,Right,No
27,1971,P,Charlie Williams,23,31,29,23,1,2,0,0,0,1,0,0,2,11,0.087,0.16,0.087,0.247,-27,2,0,0,4,0,0,Right,No
28,1971,P,Jim McAndrew,27,24,25,23,0,1,1,0,0,1,0,0,1,11,0.043,0.083,0.087,0.17,-51,2,0,0,1,0,0,Right,No
29,1971,P,Tug McGraw,26,51,20,18,3,4,2,0,1,2,0,0,0,5,0.222,0.222,0.5,0.722,101,9,0,0,2,0,0,Right,No
30,1971,P,Danny Frisella,25,53,15,13,1,3,0,0,0,1,0,0,1,2,0.231,0.286,0.231,0.516,50,3,0,0,1,0,0,Left,No
31,1971,P,Jon Matlack,21,7,12,11,1,3,0,0,0,0,0,0,1,6,0.273,0.333,0.273,0.606,76,3,0,0,0,0,0,Left,No
32,1971,P,Ron Taylor,33,45,4,4,1,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,44,1,0,0,0,0,0,Right,No
33,1971,P,Buzz Capra,23,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1971,P,Don Rose,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1970,C,Jerry Grote,27,126,463,415,38,106,14,1,2,34,2,1,36,39,0.255,0.313,0.308,0.621,68,128,14,1,6,5,8,Right,No
2,1970,1B,Donn Clendenon,34,121,443,396,65,114,18,3,22,97,4,1,39,91,0.288,0.348,0.515,0.863,129,204,15,1,0,7,4,Right,No
3,1970,2B,Ken Boswell,24,105,402,351,32,89,13,2,5,44,5,4,41,32,0.254,0.331,0.345,0.676,82,121,13,2,3,5,8,Left,No
4,1970,SS,Bud Harrelson,26,157,682,564,72,137,18,8,1,42,23,4,95,74,0.243,0.351,0.309,0.659,79,174,9,3,12,8,4,Right,Yes
5,1970,3B,Joe Foy,27,99,399,322,39,76,12,0,6,37,22,13,68,58,0.236,0.373,0.329,0.702,90,106,4,4,2,3,5,Right,No
6,1970,LF,Cleon Jones,27,134,574,506,71,140,25,8,10,63,12,3,57,87,0.277,0.352,0.417,0.769,106,211,26,5,0,6,2,Right,No
7,1970,CF,Tommie Agee,27,153,696,636,107,182,30,7,24,75,31,15,55,156,0.286,0.344,0.469,0.812,116,298,11,2,1,2,3,Right,No
8,1970,RF,Ron Swoboda,26,115,289,245,29,57,8,2,9,40,2,4,40,72,0.233,0.34,0.392,0.732,96,96,7,1,1,2,0,Right,No
9,1970,UT,Art Shamsky,28,122,458,403,48,118,19,2,11,49,1,1,49,33,0.293,0.371,0.432,0.803,115,174,11,3,0,3,13,Left,No
10,1970,IF,Wayne Garrett,22,114,454,366,74,93,17,4,12,45,5,1,81,60,0.254,0.39,0.421,0.811,118,154,4,2,3,2,6,Left,No
11,1970,OF,Ken Singleton,23,69,234,198,22,52,8,0,5,26,1,1,30,48,0.263,0.361,0.379,0.74,99,75,5,1,4,1,1,Right,Yes
12,1970,RF,Dave Marshall,27,92,207,189,21,46,10,1,6,29,4,1,17,43,0.243,0.304,0.402,0.706,88,76,4,0,0,1,0,Left,No
13,1970,C,Duffy Dyer,24,59,170,148,8,31,1,0,2,12,1,1,21,32,0.209,0.308,0.257,0.564,54,38,5,0,1,0,4,Right,No
14,1970,2B,Al Weis,32,75,130,121,20,25,7,1,1,11,1,1,7,21,0.207,0.254,0.306,0.56,50,37,5,1,0,1,1,Right,No
15,1970,UT,Mike Jorgensen,21,76,98,87,15,17,3,1,3,4,2,2,10,23,0.195,0.278,0.356,0.635,69,31,0,0,1,0,1,Left,No
16,1970,1B,Ed Kranepool,25,43,52,47,2,8,0,0,0,3,0,0,5,2,0.17,0.25,0.17,0.42,15,8,0,0,0,0,0,Left,No
17,1970,MI,Ted Martinez,22,4,16,16,0,1,0,0,0,0,0,0,0,3,0.063,0.063,0.063,0.125,-66,1,0,0,0,0,0,Right,No
18,1970,OF,Rod Gaspar,24,11,15,14,4,0,0,0,0,0,1,0,1,4,0.0,0.067,0.0,0.067,-80,0,0,0,0,0,0,Right,Yes
19,1970,IF,Tim Foli,19,5,11,11,0,4,0,0,0,1,0,0,0,2,0.364,0.364,0.364,0.727,96,4,0,0,0,0,0,Right,No
20,1970,CF,Leroy Stanton,24,4,4,4,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.75,1.0,158,3,1,0,0,0,0,Right,No
21,1970,P,Tom Seaver,25,42,112,95,9,17,1,1,1,10,0,0,10,31,0.179,0.257,0.242,0.499,35,23,1,0,7,0,0,Right,No
22,1970,P,Jerry Koosman,27,30,86,70,5,6,1,0,0,4,0,0,8,46,0.086,0.179,0.1,0.279,-23,7,2,0,8,0,0,Right,No
23,1970,P,Gary Gentry,23,32,69,59,2,4,2,0,0,2,0,1,5,39,0.068,0.141,0.102,0.242,-34,6,0,0,5,0,0,Right,No
24,1970,P,Jim McAndrew,26,32,67,54,6,8,3,0,0,2,0,0,5,17,0.148,0.22,0.204,0.424,15,11,1,0,8,0,0,Right,No
25,1970,P,Ray Sadecki,29,28,49,39,2,8,0,0,0,3,0,0,2,10,0.205,0.244,0.205,0.449,22,8,1,0,8,0,0,Left,No
26,1970,P,Nolan Ryan,23,27,47,45,2,8,0,0,0,0,1,0,0,21,0.178,0.178,0.178,0.356,-4,8,0,0,2,0,0,Right,No
27,1970,P,Danny Frisella,24,30,15,13,0,4,0,0,0,1,0,0,1,4,0.308,0.357,0.308,0.665,81,4,0,0,1,0,0,Left,No
28,1970,P,Tug McGraw,25,57,14,13,1,4,1,0,0,5,0,0,0,2,0.308,0.286,0.385,0.67,78,5,0,0,0,1,0,Right,No
29,1970,P,Ron Taylor,32,57,6,4,0,0,0,0,0,0,0,0,1,4,0.0,0.2,0.0,0.2,-41,0,0,0,1,0,0,Right,No
30,1970,P,Rich Folkers,23,16,6,6,1,2,0,0,0,0,0,0,0,4,0.333,0.333,0.333,0.667,80,2,0,0,0,0,0,Left,No
31,1970,P,Don Cardwell,34,16,6,5,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,1,0,Right,No
32,1970,P,Cal Koonce,29,13,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1970,P,Ron Herbel,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,1970,P,Dean Chance,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1969,C,Jerry Grote,26,113,406,365,38,92,12,3,6,40,2,1,32,59,0.252,0.313,0.351,0.663,84,128,10,1,6,2,5,Right,No
2,1969,1B,Ed Kranepool,24,112,396,353,36,84,9,2,11,49,3,2,37,32,0.238,0.307,0.368,0.675,87,130,10,0,2,4,7,Left,No
3,1969,2B,Ken Boswell,23,102,405,362,48,101,14,7,3,32,7,3,36,47,0.279,0.347,0.381,0.728,103,138,13,2,4,1,3,Left,No
4,1969,SS,Bud Harrelson,25,123,457,395,42,98,11,6,0,24,1,3,54,54,0.248,0.341,0.306,0.647,82,121,5,2,5,1,7,Right,Yes
5,1969,3B,Wayne Garrett,21,124,454,400,38,87,11,3,1,39,4,2,40,75,0.218,0.29,0.268,0.558,56,107,5,3,6,5,3,Left,No
6,1969,LF,Cleon Jones,26,137,558,483,92,164,25,4,12,75,16,8,64,60,0.34,0.422,0.482,0.904,151,233,11,7,1,3,10,Right,No
7,1969,CF,Tommie Agee,26,149,635,565,97,153,23,4,26,76,12,9,59,137,0.271,0.342,0.464,0.806,122,262,5,3,6,2,2,Right,No
8,1969,RF,Ron Swoboda,25,109,375,327,38,77,10,2,9,52,1,1,43,90,0.235,0.326,0.361,0.687,91,118,10,2,1,2,4,Right,No
9,1969,RF,Art Shamsky,27,100,349,303,42,91,9,3,14,47,1,2,36,32,0.3,0.375,0.488,0.863,139,148,5,3,2,5,2,Left,No
10,1969,MI,Al Weis,31,103,269,247,20,53,9,2,2,23,3,3,15,51,0.215,0.259,0.291,0.55,53,72,3,0,6,1,1,Right,No
11,1969,RF,Rod Gaspar,23,118,250,215,26,49,6,1,1,14,7,3,25,19,0.228,0.313,0.279,0.592,66,60,1,2,7,1,2,Right,Yes
12,1969,1B,Donn Clendenon,33,72,226,202,31,51,5,0,12,37,3,2,19,62,0.252,0.321,0.455,0.777,114,92,3,2,2,1,4,Right,No
13,1969,3B,Bobby Pfeil,26,62,223,211,20,49,9,0,0,10,0,1,7,27,0.232,0.26,0.275,0.535,49,58,5,1,4,0,0,Right,No
14,1969,C,J.C. Martin,32,66,192,177,12,37,5,1,4,21,0,0,12,32,0.209,0.257,0.316,0.573,59,56,6,0,1,2,1,Left,No
15,1969,3B,Ed Charles,36,61,189,169,21,35,8,1,3,18,4,2,18,31,0.207,0.286,0.32,0.605,68,54,6,1,0,1,3,Right,No
16,1969,OF,Amos Otis,22,48,102,93,6,14,3,1,0,4,1,0,6,27,0.151,0.202,0.204,0.406,13,19,0,0,3,0,1,Right,No
17,1969,C,Duffy Dyer,23,29,79,74,5,19,3,1,3,12,0,0,4,22,0.257,0.295,0.446,0.741,104,33,3,0,1,0,0,Right,No
18,1969,3B,Kevin Collins,22,16,43,40,1,6,3,0,1,2,0,0,3,10,0.15,0.209,0.3,0.509,40,12,0,0,0,0,1,Left,No
19,1969,OF,Jim Gosger,26,10,16,15,0,2,2,0,0,1,0,0,1,6,0.133,0.188,0.267,0.454,25,4,0,0,0,0,1,Left,No
20,1969,SS,Bob Heise,22,4,13,10,1,3,1,0,0,0,0,0,3,2,0.3,0.462,0.4,0.862,142,4,1,0,0,0,1,Right,No
21,1969,P,Tom Seaver,24,39,104,91,7,11,3,0,0,6,1,0,7,34,0.121,0.2,0.154,0.354,0,14,0,2,4,0,0,Right,No
22,1969,P,Jerry Koosman,26,32,89,84,1,4,0,0,0,1,0,0,1,46,0.048,0.059,0.048,0.106,-70,4,2,0,4,0,0,Right,No
23,1969,P,Gary Gentry,22,35,84,74,2,6,1,0,0,1,0,0,1,52,0.081,0.104,0.095,0.198,-44,7,0,1,7,1,0,Right,No
24,1969,P,Don Cardwell,33,30,51,47,3,8,0,0,1,5,0,0,0,26,0.17,0.184,0.234,0.418,16,11,0,1,2,1,0,Right,No
25,1969,P,Jim McAndrew,25,27,45,37,0,5,1,0,0,3,0,1,3,18,0.135,0.2,0.162,0.362,2,6,0,0,5,0,0,Right,No
26,1969,P,Nolan Ryan,22,25,32,29,3,3,0,0,0,2,0,0,0,14,0.103,0.103,0.103,0.207,-42,3,1,0,3,0,0,Right,No
27,1969,P,Tug McGraw,24,43,25,24,1,4,1,0,0,3,0,0,1,6,0.167,0.2,0.208,0.408,14,5,0,0,0,0,0,Right,No
28,1969,P,Cal Koonce,28,40,17,17,1,4,0,0,0,1,0,0,0,7,0.235,0.235,0.235,0.471,31,4,0,0,0,0,0,Right,No
29,1969,P,Jack DiLauro,26,23,12,12,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
30,1969,P,Ron Taylor,31,59,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,40,1,0,0,0,0,0,Right,No
31,1969,P,Al Jackson,33,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
